Case ID,Date,Register Request,StartTime1,EndTime1,Resource1,Cost1,Check Date,StartTime2,EndTime2,Resource2,Cost2,Audit Mode ,StartTime3,EndTime3,Resource3,Cost3,Manual Review,StartTime4,EndTime4,Resource4,Cost4,Review the Reason,StartTime5,EndTime5,Resource5,Cost5,Check Ticket,StartTime6,EndTime6,Resource6,Cost6,Examine Casually,StartTime7,EndTime7,Resource7,Cost7,Examine Thoroughly,StartTime8,EndTime8,Resource8,Cost8,Decide,StartTime9,EndTime9,Resource9,Cost9,Accept,StartTime10,EndTime10,Resource10,Cost10,Reject,StartTime11,EndTime11,Resource11,Cost11,Reapply,StartTime12,EndTime12,Resource12,Cost12
3182,2018/10/17,Flight cancellation,10:45:07,10:45:07,None,0,No,10:45:10,10:45:10,None,0,Normal review,10:45:16,10:45:16,None,0,None,0,0,None,0,Real,10:45:18,10:46:41,Junior staff,1.921296296,Real,10:46:43,10:47:32,Junior staff,1.134259259,Pass,10:46:47,10:47:40,Junior staff,1.226851852,None,0,0,None,0,Accept,10:47:41,10:52:44,Senior staff,28.05555556,1,10:52:50,11:01:23,Intermediate staff,23.75,0,0,0,None,0,0,0,0,None,0
3183,2018/10/17,Flight cancellation,10:45:16,10:45:16,None,0,No,10:45:18,10:45:18,None,0,Normal review,10:45:22,10:45:22,None,0,None,0,0,None,0,Real,10:45:26,10:46:56,Junior staff,2.083333333,Real,10:46:59,10:48:51,Junior staff,2.592592593,Pass,10:46:58,10:48:13,Junior staff,1.736111111,None,0,0,None,0,Accept,10:48:55,10:58:04,Senior staff,50.83333333,1,10:58:07,11:03:57,Intermediate staff,16.2037037,0,0,0,None,0,0,0,0,None,0
3184,2018/10/17,Flight cancellation,10:45:16,10:45:16,None,0,No,10:45:18,10:45:18,None,0,Normal review,10:45:21,10:45:21,None,0,None,0,0,None,0,Real,10:45:25,10:47:21,Junior staff,2.685185185,Real,10:47:24,10:48:50,Junior staff,1.990740741,Pass,10:47:27,10:48:24,Junior staff,1.319444444,None,0,0,None,0,Accept,10:48:53,10:56:25,Senior staff,41.85185185,1,10:56:27,11:06:18,Intermediate staff,27.36111111,0,0,0,None,0,0,0,0,None,0
3185,2018/10/17,Flight cancellation,10:45:25,10:45:25,None,0,No,10:45:30,10:45:30,None,0,Normal review,10:45:32,10:45:32,None,0,None,0,0,None,0,Real,10:45:35,10:46:42,Junior staff,1.550925926,Real,10:46:45,10:47:50,Junior staff,1.50462963,Pass,10:46:44,10:47:12,Junior staff,0.648148148,None,0,0,None,0,Accept,10:47:54,10:51:42,Senior staff,21.11111111,1,10:51:48,10:59:35,Intermediate staff,21.62037037,0,0,0,None,0,0,0,0,None,0
3186,2018/10/17,Flight cancellation,10:45:38,10:45:38,None,0,No,10:45:41,10:45:41,None,0,Normal review,10:45:44,10:45:44,None,0,None,0,0,None,0,Real,10:45:47,10:46:24,Junior staff,0.856481481,Real,10:46:30,10:47:49,Junior staff,1.828703704,Pass,10:46:29,10:48:09,Junior staff,2.314814815,None,0,0,None,0,Accept,10:48:14,10:52:44,Senior staff,25,1,10:52:48,10:58:22,Intermediate staff,15.46296296,0,0,0,None,0,0,0,0,None,0
3187,2018/10/17,Flight cancellation,10:46:06,10:46:06,None,0,No,10:46:07,10:46:07,None,0,Normal review,10:46:12,10:46:12,None,0,None,0,0,None,0,Real,10:46:17,10:47:45,Junior staff,2.037037037,Real,10:47:48,10:48:39,Junior staff,1.180555556,Pass,10:47:46,10:48:29,Junior staff,0.99537037,None,0,0,None,0,Accept,10:48:45,10:52:49,Senior staff,22.59259259,1,10:52:52,10:59:47,Intermediate staff,19.21296296,0,0,0,None,0,0,0,0,None,0
3188,2018/10/17,Flight cancellation,10:46:28,10:46:28,None,0,No,10:46:30,10:46:30,None,0,Normal review,10:46:31,10:46:31,None,0,None,0,0,None,0,Real,10:46:36,10:47:09,Junior staff,0.763888889,Real,10:47:14,10:48:47,Junior staff,2.152777778,Pass,10:47:12,10:47:57,Junior staff,1.041666667,None,0,0,None,0,Accept,10:48:51,10:53:17,Senior staff,24.62962963,1,10:53:22,11:02:45,Intermediate staff,26.06481481,0,0,0,None,0,0,0,0,None,0
3189,2018/10/17,Flight cancellation,10:46:57,10:46:57,None,0,No,10:47:02,10:47:02,None,0,Normal review,10:47:06,10:47:06,None,0,None,0,0,None,0,Real,10:47:09,10:48:31,Junior staff,1.898148148,Fake,10:48:34,10:49:43,Junior staff,1.597222222,Fail,10:48:35,10:49:52,Junior staff,1.782407407,None,0,0,None,0,Reject,10:49:58,10:53:56,Senior staff,22.03703704,0,0,0,None,0,1,10:53:58,10:54:48,Junior staff,1.157407407,0,0,0,None,0
3190,2018/10/17,Flight cancellation,10:47:15,10:47:15,None,0,No,10:47:18,10:47:18,None,0,Normal review,10:47:20,10:47:20,None,0,None,0,0,None,0,Real,10:47:21,10:49:14,Junior staff,2.615740741,Real,10:49:18,10:49:52,Junior staff,0.787037037,Pass,10:49:16,10:50:30,Junior staff,1.712962963,None,0,0,None,0,Accept,10:50:34,10:56:49,Senior staff,34.72222222,1,10:56:53,11:03:30,Intermediate staff,18.37962963,0,0,0,None,0,0,0,0,None,0
3191,2018/10/17,Flight cancellation,10:47:30,10:47:30,None,0,No,10:47:33,10:47:33,None,0,Normal review,10:47:37,10:47:37,None,0,None,0,0,None,0,Real,10:47:42,10:49:02,Junior staff,1.851851852,Real,10:49:07,10:50:04,Junior staff,1.319444444,Pass,10:49:07,10:49:50,Junior staff,0.99537037,None,0,0,None,0,Accept,10:50:05,10:57:42,Senior staff,42.31481481,1,10:57:48,11:02:52,Intermediate staff,14.07407407,0,0,0,None,0,0,0,0,None,0
3192,2018/10/17,Flight cancellation,10:48:12,10:48:12,None,0,No,10:48:14,10:48:14,None,0,Normal review,10:48:16,10:48:16,None,0,None,0,0,None,0,Real,10:48:19,10:50:15,Junior staff,2.685185185,Real,10:50:17,10:52:12,Junior staff,2.662037037,Pass,10:50:17,10:51:44,Junior staff,2.013888889,None,0,0,None,0,Accept,10:52:17,10:58:04,Senior staff,32.12962963,1,10:58:09,11:03:42,Intermediate staff,15.41666667,0,0,0,None,0,0,0,0,None,0
3193,2018/10/17,Flight cancellation,10:48:17,10:48:17,None,0,No,10:48:19,10:48:19,None,0,Normal review,10:48:22,10:48:22,None,0,None,0,0,None,0,Real,10:48:27,10:49:43,Junior staff,1.759259259,Real,10:49:47,10:50:37,Junior staff,1.157407407,Pass,10:49:45,10:51:03,Junior staff,1.805555556,None,0,0,None,0,Accept,10:51:08,10:53:37,Senior staff,13.7962963,1,10:53:42,11:03:06,Intermediate staff,26.11111111,0,0,0,None,0,0,0,0,None,0
3194,2018/10/17,Flight delay,10:48:27,10:48:27,None,0,No,10:48:30,10:48:30,None,0,Normal review,10:48:36,10:48:36,None,0,None,0,0,None,0,Real,10:48:41,10:50:22,Junior staff,2.337962963,Real,10:50:27,10:51:35,Junior staff,1.574074074,Pass,10:50:26,10:51:24,Junior staff,1.342592593,None,0,0,None,0,Accept,10:51:40,10:57:46,Senior staff,33.88888889,1,10:57:51,11:03:11,Intermediate staff,14.81481481,0,0,0,None,0,0,0,0,None,0
3195,2018/10/17,Flight cancellation,10:48:36,10:48:36,None,0,No,10:48:37,10:48:37,None,0,Normal review,10:48:43,10:48:43,None,0,None,0,0,None,0,Real,10:48:46,10:50:10,Junior staff,1.944444444,Real,10:50:12,10:51:06,Junior staff,1.25,Pass,10:50:14,10:51:04,Junior staff,1.157407407,None,0,0,None,0,Accept,10:51:11,10:53:57,Senior staff,15.37037037,1,10:54:00,11:02:56,Intermediate staff,24.81481481,0,0,0,None,0,0,0,0,None,0
3196,2018/10/17,Other,10:48:38,10:48:38,None,0,No,10:48:43,10:48:43,None,0,Manual review,10:48:46,10:48:46,None,0,Reject,10:48:50,11:17:25,Senior staff,158.7962963,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,0,0,0,None,0,1,11:17:26,11:17:59,Junior staff,0.763888889,0,0,0,None,0
3197,2018/10/17,Flight cancellation,10:49:51,10:49:51,None,0,No,10:49:55,10:49:55,None,0,Normal review,10:50:00,10:50:00,None,0,None,0,0,None,0,Real,10:50:04,10:51:29,Junior staff,1.967592593,Real,10:51:33,10:53:30,Junior staff,2.708333333,Pass,10:51:32,10:53:15,Junior staff,2.384259259,None,0,0,None,0,Accept,10:53:33,11:01:45,Senior staff,45.55555556,1,11:01:46,11:08:18,Intermediate staff,18.14814815,0,0,0,None,0,0,0,0,None,0
3198,2018/10/17,Flight cancellation,10:50:09,10:50:09,None,0,No,10:50:13,10:50:13,None,0,Normal review,10:50:18,10:50:18,None,0,None,0,0,None,0,Real,10:50:22,10:51:48,Junior staff,1.990740741,Real,10:51:52,10:53:38,Junior staff,2.453703704,Pass,10:51:51,10:52:32,Junior staff,0.949074074,None,0,0,None,0,Accept,10:53:43,10:58:38,Senior staff,27.31481481,1,10:58:43,11:07:04,Intermediate staff,23.19444444,0,0,0,None,0,0,0,0,None,0
3199,2018/10/17,Flight cancellation,10:50:16,10:50:16,None,0,No,10:50:17,10:50:17,None,0,Normal review,10:50:20,10:50:20,None,0,None,0,0,None,0,Real,10:50:24,10:51:02,Junior staff,0.87962963,Real,10:51:08,10:52:52,Junior staff,2.407407407,Pass,10:51:07,10:51:44,Junior staff,0.856481481,None,0,0,None,0,Accept,10:52:58,10:58:53,Senior staff,32.87037037,1,10:58:55,11:07:33,Intermediate staff,23.98148148,0,0,0,None,0,0,0,0,None,0
3200,2018/10/17,Flight cancellation,10:50:24,10:50:24,None,0,No,10:50:27,10:50:27,None,0,Normal review,10:50:29,10:50:29,None,0,None,0,0,None,0,Real,10:50:30,10:52:13,Junior staff,2.384259259,Real,10:52:18,10:54:05,Junior staff,2.476851852,Pass,10:52:18,10:54:10,Junior staff,2.592592593,None,0,0,None,0,Accept,10:54:14,11:01:32,Senior staff,40.55555556,1,11:01:38,11:07:00,Intermediate staff,14.90740741,0,0,0,None,0,0,0,0,None,0
3201,2018/10/17,Flight cancellation,10:50:35,10:50:35,None,0,No,10:50:38,10:50:38,None,0,Normal review,10:50:42,10:50:42,None,0,None,0,0,None,0,Real,10:50:47,10:51:44,Junior staff,1.319444444,Real,10:51:46,10:53:32,Junior staff,2.453703704,Pass,10:51:47,10:53:28,Junior staff,2.337962963,None,0,0,None,0,Accept,10:53:33,11:01:22,Senior staff,43.42592593,1,11:01:27,11:06:52,Intermediate staff,15.0462963,0,0,0,None,0,0,0,0,None,0
3202,2018/10/17,Flight cancellation,10:50:43,10:50:43,None,0,No,10:50:44,10:50:44,None,0,Normal review,10:50:50,10:50:50,None,0,None,0,0,None,0,Real,10:50:52,10:51:43,Junior staff,1.180555556,Real,10:51:49,10:52:36,Junior staff,1.087962963,Fail,10:51:48,10:52:45,Junior staff,1.319444444,None,0,0,None,0,Reject,10:52:47,10:57:15,Senior staff,24.81481481,0,0,0,None,0,1,10:57:19,10:58:36,Junior staff,1.782407407,0,0,0,None,0
3203,2018/10/17,Flight cancellation,10:51:00,10:51:00,None,0,No,10:51:01,10:51:01,None,0,Normal review,10:51:03,10:51:03,None,0,None,0,0,None,0,Real,10:51:06,10:52:09,Junior staff,1.458333333,Real,10:52:12,10:53:25,Junior staff,1.689814815,Pass,10:52:13,10:52:48,Junior staff,0.810185185,None,0,0,None,0,Accept,10:53:29,11:02:49,Senior staff,51.85185185,1,11:02:54,11:08:22,Intermediate staff,15.18518519,0,0,0,None,0,0,0,0,None,0
3204,2018/10/17,Flight cancellation,10:51:31,10:51:31,None,0,No,10:51:34,10:51:34,None,0,Normal review,10:51:39,10:51:39,None,0,None,0,0,None,0,Real,10:51:43,10:53:40,Junior staff,2.708333333,Fake,10:53:43,10:55:25,Junior staff,2.361111111,Fail,10:53:42,10:54:46,Junior staff,1.481481481,None,0,0,None,0,Reject,10:55:27,11:03:12,Senior staff,43.05555556,0,0,0,None,0,1,11:03:15,11:04:18,Junior staff,1.458333333,0,0,0,None,0
3205,2018/10/17,Flight cancellation,10:51:52,10:51:52,None,0,No,10:51:56,10:51:56,None,0,Normal review,10:52:01,10:52:01,None,0,None,0,0,None,0,Real,10:52:06,10:52:45,Junior staff,0.902777778,Real,10:52:50,10:54:47,Junior staff,2.708333333,Pass,10:52:50,10:54:35,Junior staff,2.430555556,None,0,0,None,0,Accept,10:54:51,10:59:50,Senior staff,27.68518519,1,10:59:54,11:09:43,Intermediate staff,27.26851852,0,0,0,None,0,0,0,0,None,0
3206,2018/10/17,Flight cancellation,10:52:04,10:52:04,None,0,No,10:52:08,10:52:08,None,0,Normal review,10:52:13,10:52:13,None,0,None,0,0,None,0,Real,10:52:16,10:53:09,Junior staff,1.226851852,Real,10:53:14,10:54:51,Junior staff,2.24537037,Pass,10:53:13,10:54:12,Junior staff,1.365740741,None,0,0,None,0,Accept,10:54:54,10:57:08,Senior staff,12.40740741,1,10:57:10,11:05:42,Intermediate staff,23.7037037,0,0,0,None,0,0,0,0,None,0
3207,2018/10/17,Flight cancellation,10:52:35,10:52:35,None,0,No,10:52:37,10:52:37,None,0,Normal review,10:52:43,10:52:43,None,0,None,0,0,None,0,Real,10:52:47,10:54:37,Junior staff,2.546296296,Real,10:54:39,10:56:08,Junior staff,2.060185185,Pass,10:54:42,10:56:31,Junior staff,2.523148148,None,0,0,None,0,Accept,10:56:33,11:01:02,Senior staff,24.90740741,1,11:01:05,11:07:31,Intermediate staff,17.87037037,0,0,0,None,0,0,0,0,None,0
3208,2018/10/17,Flight delay,10:52:59,10:52:59,None,0,No,10:53:04,10:53:04,None,0,Normal review,10:53:07,10:53:07,None,0,None,0,0,None,0,Real,10:53:13,10:54:01,Junior staff,1.111111111,Real,10:54:05,10:55:53,Junior staff,2.5,Pass,10:54:04,10:55:37,Junior staff,2.152777778,None,0,0,None,0,Accept,10:55:55,11:01:57,Senior staff,33.51851852,1,11:01:58,11:07:52,Intermediate staff,16.38888889,0,0,0,None,0,0,0,0,None,0
3209,2018/10/17,Flight cancellation,10:53:27,10:53:27,None,0,No,10:53:32,10:53:32,None,0,Manual review,10:53:38,10:53:38,None,0,Reject,10:53:44,11:06:03,Senior staff,68.42592593,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,0,0,0,None,0,1,11:06:08,11:06:51,Junior staff,0.99537037,0,0,0,None,0
3210,2018/10/17,Flight cancellation,10:53:47,10:53:47,None,0,No,10:53:51,10:53:51,None,0,Normal review,10:53:53,10:53:53,None,0,None,0,0,None,0,Real,10:53:56,10:55:49,Junior staff,2.615740741,Real,10:55:53,10:57:18,Junior staff,1.967592593,Pass,10:55:53,10:57:25,Junior staff,2.12962963,None,0,0,None,0,Accept,10:57:30,11:03:18,Senior staff,32.22222222,1,11:03:19,11:08:31,Intermediate staff,14.44444444,0,0,0,None,0,0,0,0,None,0
3211,2018/10/17,Flight cancellation,10:53:56,10:53:56,None,0,No,10:53:59,10:53:59,None,0,Normal review,10:54:03,10:54:03,None,0,None,0,0,None,0,Real,10:54:06,10:54:59,Junior staff,1.226851852,Real,10:55:03,10:56:14,Junior staff,1.643518519,Pass,10:55:01,10:56:10,Junior staff,1.597222222,None,0,0,None,0,Accept,10:56:16,11:02:17,Senior staff,33.42592593,1,11:02:19,11:08:28,Intermediate staff,17.08333333,0,0,0,None,0,0,0,0,None,0
3212,2018/10/17,Flight cancellation,10:54:07,10:54:07,None,0,No,10:54:09,10:54:09,None,0,Normal review,10:54:12,10:54:12,None,0,None,0,0,None,0,Real,10:54:15,10:55:47,Junior staff,2.12962963,Real,10:55:50,10:56:32,Junior staff,0.972222222,Pass,10:55:52,10:56:24,Junior staff,0.740740741,None,0,0,None,0,Accept,10:56:33,11:05:45,Senior staff,51.11111111,1,11:05:47,11:11:16,Intermediate staff,15.23148148,0,0,0,None,0,0,0,0,None,0
3213,2018/10/17,Flight cancellation,10:54:11,10:54:11,None,0,No,10:54:13,10:54:13,None,0,Normal review,10:54:16,10:54:16,None,0,None,0,0,None,0,Real,10:54:19,10:55:06,Junior staff,1.087962963,Real,10:55:11,10:56:50,Junior staff,2.291666667,Pass,10:55:12,10:56:52,Junior staff,2.314814815,None,0,0,None,0,Accept,10:56:58,11:02:20,Senior staff,29.81481481,1,11:02:23,11:10:15,Intermediate staff,21.85185185,0,0,0,None,0,0,0,0,None,0
3214,2018/10/17,Flight cancellation,10:55:21,10:55:21,None,0,No,10:55:27,10:55:27,None,0,Normal review,10:55:29,10:55:29,None,0,None,0,0,None,0,Real,10:55:33,10:57:11,Junior staff,2.268518519,Real,10:57:13,10:58:52,Junior staff,2.291666667,Pass,10:57:13,10:58:56,Junior staff,2.384259259,None,0,0,None,0,Accept,10:58:58,11:04:18,Senior staff,29.62962963,1,11:04:23,11:13:33,Intermediate staff,25.46296296,0,0,0,None,0,0,0,0,None,0
3215,2018/10/17,Flight cancellation,10:55:47,10:55:47,None,0,No,10:55:49,10:55:49,None,0,Normal review,10:55:51,10:55:51,None,0,None,0,0,None,0,Real,10:55:56,10:57:27,Junior staff,2.106481481,Real,10:57:29,10:59:22,Junior staff,2.615740741,Pass,10:57:28,10:59:06,Junior staff,2.268518519,None,0,0,None,0,Accept,10:59:24,11:08:52,Senior staff,52.59259259,1,11:08:55,11:18:29,Intermediate staff,26.57407407,0,0,0,None,0,0,0,0,None,0
3216,2018/10/17,Flight cancellation,10:57:08,10:57:08,None,0,No,10:57:13,10:57:13,None,0,Normal review,10:57:16,10:57:16,None,0,None,0,0,None,0,Real,10:57:19,10:59:18,Junior staff,2.75462963,Real,10:59:23,11:00:03,Junior staff,0.925925926,Pass,10:59:20,11:00:09,Junior staff,1.134259259,None,0,0,None,0,Accept,11:00:12,11:08:42,Senior staff,47.22222222,1,11:08:46,11:17:20,Intermediate staff,23.7962963,0,0,0,None,0,0,0,0,None,0
3217,2018/10/17,Flight delay,10:57:14,10:57:14,None,0,No,10:57:18,10:57:18,None,0,Normal review,10:57:22,10:57:22,None,0,None,0,0,None,0,Real,10:57:24,10:58:04,Junior staff,0.925925926,Real,10:58:09,10:58:43,Junior staff,0.787037037,Pass,10:58:07,10:58:53,Junior staff,1.064814815,None,0,0,None,0,Accept,10:58:58,11:07:06,Senior staff,45.18518519,1,11:07:11,11:13:25,Intermediate staff,17.31481481,0,0,0,None,0,0,0,0,None,0
3218,2018/10/17,Flight cancellation,10:57:40,10:57:40,None,0,No,10:57:42,10:57:42,None,0,Normal review,10:57:43,10:57:43,None,0,None,0,0,None,0,Real,10:57:49,10:58:32,Junior staff,0.99537037,Real,10:58:34,10:59:16,Junior staff,0.972222222,Pass,10:58:34,10:59:45,Junior staff,1.643518519,None,0,0,None,0,Accept,10:59:48,11:03:02,Senior staff,17.96296296,1,11:03:07,11:11:23,Intermediate staff,22.96296296,0,0,0,None,0,0,0,0,None,0
3219,2018/10/17,Flight cancellation,10:58:07,10:58:07,None,0,No,10:58:12,10:58:12,None,0,Normal review,10:58:16,10:58:16,None,0,None,0,0,None,0,Real,10:58:18,10:59:50,Junior staff,2.12962963,Real,10:59:51,11:01:04,Junior staff,1.689814815,Pass,10:59:55,11:00:29,Junior staff,0.787037037,None,0,0,None,0,Accept,11:01:06,11:10:02,Senior staff,49.62962963,1,11:10:06,11:19:44,Intermediate staff,26.75925926,0,0,0,None,0,0,0,0,None,0
3220,2018/10/17,Other,10:58:08,10:58:08,None,0,No,10:58:12,10:58:12,None,0,Manual review,10:58:14,10:58:14,None,0,Reapply,10:58:19,11:27:28,Senior staff,161.9444444,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,0,0,0,None,0,0,0,0,None,0,1,11:27:30,11:28:08,Junior staff,0.87962963
3221,2018/10/17,Flight delay,10:58:08,10:58:08,None,0,No,10:58:10,10:58:10,None,0,Normal review,10:58:11,10:58:11,None,0,None,0,0,None,0,Real,10:58:17,10:58:51,Junior staff,0.787037037,Real,10:58:55,11:00:53,Junior staff,2.731481481,Pass,10:58:55,10:59:39,Junior staff,1.018518519,None,0,0,None,0,Accept,11:00:55,11:03:26,Senior staff,13.98148148,1,11:03:28,11:11:09,Intermediate staff,21.34259259,0,0,0,None,0,0,0,0,None,0
3222,2018/10/17,Flight delay,10:58:09,10:58:09,None,0,No,10:58:12,10:58:12,None,0,Normal review,10:58:17,10:58:17,None,0,None,0,0,None,0,Real,10:58:20,10:59:42,Junior staff,1.898148148,Real,10:59:47,11:00:34,Junior staff,1.087962963,Pass,10:59:45,11:01:16,Junior staff,2.106481481,None,0,0,None,0,Accept,11:01:20,11:08:32,Senior staff,40,1,11:08:33,11:14:40,Intermediate staff,16.99074074,0,0,0,None,0,0,0,0,None,0
3223,2018/10/17,Flight cancellation,10:58:42,10:58:42,None,0,No,10:58:43,10:58:43,None,0,Normal review,10:58:47,10:58:47,None,0,None,0,0,None,0,Real,10:58:50,11:00:26,Junior staff,2.222222222,Real,11:00:28,11:02:06,Junior staff,2.268518519,Pass,11:00:29,11:01:32,Junior staff,1.458333333,None,0,0,None,0,Accept,11:02:08,11:04:55,Senior staff,15.46296296,1,11:05:00,11:11:55,Intermediate staff,19.21296296,0,0,0,None,0,0,0,0,None,0
3224,2018/10/17,Flight delay,11:00:19,11:00:19,None,0,No,11:00:21,11:00:21,None,0,Normal review,11:00:23,11:00:23,None,0,None,0,0,None,0,Real,11:00:25,11:01:23,Junior staff,1.342592593,Real,11:01:27,11:02:36,Junior staff,1.597222222,Pass,11:01:27,11:02:28,Junior staff,1.412037037,None,0,0,None,0,Accept,11:02:39,11:05:17,Senior staff,14.62962963,1,11:05:19,11:12:59,Intermediate staff,21.2962963,0,0,0,None,0,0,0,0,None,0
3225,2018/10/17,Flight cancellation,11:01:16,11:01:16,None,0,No,11:01:17,11:01:17,None,0,Normal review,11:01:20,11:01:20,None,0,None,0,0,None,0,Real,11:01:25,11:02:28,Junior staff,1.458333333,Real,11:02:33,11:04:24,Junior staff,2.569444444,Pass,11:02:32,11:03:02,Junior staff,0.694444444,None,0,0,None,0,Accept,11:04:28,11:07:03,Senior staff,14.35185185,1,11:07:05,11:15:03,Intermediate staff,22.12962963,0,0,0,None,0,0,0,0,None,0
3226,2018/10/17,Flight cancellation,11:01:28,11:01:28,None,0,No,11:01:34,11:01:34,None,0,Normal review,11:01:37,11:01:37,None,0,None,0,0,None,0,Real,11:01:40,11:03:19,Junior staff,2.291666667,Real,11:03:21,11:04:42,Junior staff,1.875,Pass,11:03:24,11:05:08,Junior staff,2.407407407,None,0,0,None,0,Accept,11:05:09,11:07:56,Senior staff,15.46296296,1,11:08:02,11:16:02,Intermediate staff,22.22222222,0,0,0,None,0,0,0,0,None,0
3227,2018/10/17,Flight cancellation,11:01:31,11:01:31,None,0,No,11:01:37,11:01:37,None,0,Normal review,11:01:41,11:01:41,None,0,None,0,0,None,0,Real,11:01:44,11:02:50,Junior staff,1.527777778,Real,11:02:52,11:03:22,Junior staff,0.694444444,Pass,11:02:55,11:03:27,Junior staff,0.740740741,None,0,0,None,0,Accept,11:03:31,11:07:47,Senior staff,23.7037037,1,11:07:49,11:17:04,Intermediate staff,25.69444444,0,0,0,None,0,0,0,0,None,0
3228,2018/10/17,Flight cancellation,11:02:33,11:02:33,None,0,No,11:02:34,11:02:34,None,0,Manual review,11:02:36,11:02:36,None,0,Reject,11:02:39,11:25:51,Senior staff,128.8888889,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,0,0,0,None,0,1,11:25:53,11:26:47,Junior staff,1.25,0,0,0,None,0
3229,2018/10/17,Flight cancellation,11:02:52,11:02:52,None,0,No,11:02:57,11:02:57,None,0,Normal review,11:03:00,11:03:00,None,0,None,0,0,None,0,Real,11:03:05,11:04:00,Junior staff,1.273148148,Real,11:04:03,11:05:49,Junior staff,2.453703704,Pass,11:04:03,11:05:11,Junior staff,1.574074074,None,0,0,None,0,Accept,11:05:54,11:11:51,Senior staff,33.05555556,1,11:11:54,11:19:05,Intermediate staff,19.9537037,0,0,0,None,0,0,0,0,None,0
3230,2018/10/17,Flight cancellation,11:03:14,11:03:14,None,0,No,11:03:16,11:03:16,None,0,Normal review,11:03:18,11:03:18,None,0,None,0,0,None,0,Real,11:03:21,11:04:09,Junior staff,1.111111111,Real,11:04:13,11:05:12,Junior staff,1.365740741,Pass,11:04:11,11:05:41,Junior staff,2.083333333,None,0,0,None,0,Accept,11:05:44,11:12:31,Senior staff,37.68518519,1,11:12:33,11:22:03,Intermediate staff,26.38888889,0,0,0,None,0,0,0,0,None,0
3231,2018/10/17,Flight cancellation,11:04:24,11:04:24,None,0,No,11:04:28,11:04:28,None,0,Normal review,11:04:30,11:04:30,None,0,None,0,0,None,0,Real,11:04:32,11:05:11,Junior staff,0.902777778,Real,11:05:17,11:05:49,Junior staff,0.740740741,Pass,11:05:16,11:07:09,Junior staff,2.615740741,None,0,0,None,0,Accept,11:07:15,11:11:12,Senior staff,21.94444444,1,11:11:17,11:17:13,Intermediate staff,16.48148148,0,0,0,None,0,0,0,0,None,0
3232,2018/10/17,Flight cancellation,11:04:49,11:04:49,None,0,No,11:04:51,11:04:51,None,0,Normal review,11:04:54,11:04:54,None,0,None,0,0,None,0,Real,11:04:56,11:06:18,Junior staff,1.898148148,Real,11:06:19,11:07:07,Junior staff,1.111111111,Pass,11:06:20,11:07:57,Junior staff,2.24537037,None,0,0,None,0,Accept,11:08:00,11:16:19,Senior staff,46.2037037,1,11:16:23,11:22:03,Intermediate staff,15.74074074,0,0,0,None,0,0,0,0,None,0
3233,2018/10/17,Flight cancellation,11:05:01,11:05:01,None,0,No,11:05:03,11:05:03,None,0,Normal review,11:05:06,11:05:06,None,0,None,0,0,None,0,Real,11:05:12,11:06:48,Junior staff,2.222222222,Fake,11:06:52,11:07:29,Junior staff,0.856481481,Fail,11:06:52,11:08:27,Junior staff,2.199074074,None,0,0,None,0,Reject,11:08:32,11:18:28,Senior staff,55.18518519,0,0,0,None,0,1,11:18:31,11:19:49,Junior staff,1.805555556,0,0,0,None,0
3234,2018/10/17,Flight cancellation,11:05:17,11:05:17,None,0,No,11:05:22,11:05:22,None,0,Normal review,11:05:27,11:05:27,None,0,None,0,0,None,0,Real,11:05:28,11:06:01,Junior staff,0.763888889,Real,11:06:06,11:07:51,Junior staff,2.430555556,Pass,11:06:05,11:07:49,Junior staff,2.407407407,None,0,0,None,0,Accept,11:07:56,11:15:45,Senior staff,43.42592593,1,11:15:50,11:25:14,Intermediate staff,26.11111111,0,0,0,None,0,0,0,0,None,0
3235,2018/10/17,Flight cancellation,11:05:35,11:05:35,None,0,No,11:05:40,11:05:40,None,0,Normal review,11:05:41,11:05:41,None,0,None,0,0,None,0,Real,11:05:45,11:07:08,Junior staff,1.921296296,Real,11:07:10,11:08:32,Junior staff,1.898148148,Pass,11:07:10,11:08:32,Junior staff,1.898148148,None,0,0,None,0,Accept,11:08:35,11:15:37,Senior staff,39.07407407,1,11:15:39,11:24:07,Intermediate staff,23.51851852,0,0,0,None,0,0,0,0,None,0
3236,2018/10/17,Flight cancellation,11:05:47,11:05:47,None,0,No,11:05:51,11:05:51,None,0,Normal review,11:05:56,11:05:56,None,0,None,0,0,None,0,Real,11:05:58,11:06:49,Junior staff,1.180555556,Real,11:06:52,11:08:05,Junior staff,1.689814815,Pass,11:06:53,11:07:28,Junior staff,0.810185185,None,0,0,None,0,Accept,11:08:08,11:17:48,Senior staff,53.7037037,1,11:17:49,11:27:13,Intermediate staff,26.11111111,0,0,0,None,0,0,0,0,None,0
